tweet_id,timestamp,source,name,dog_type,ratings,jpg_url,img_num,p1,p1_conf,p2,p2_conf,p3,p3_conf,favorite_count,retweet_count
882268110199369728,2017-07-04 16:01:23,Twitter for iPhone,Alfy,,1.3,https://pbs.twimg.com/media/DD5yKdPW0AArzX8.jpg,1,golden_retriever,0.762211,Labrador_retriever,0.0989849,cocker_spaniel,0.0171995,45880,12118
881666595344535552,2017-07-03 00:11:11,Twitter for iPhone,Gary,pupper,1.3,https://pbs.twimg.com/media/DDxPFwbWAAEbVVR.jpg,1,Saluki,0.529012,Afghan_hound,0.25000300000000003,golden_retriever,0.16073900000000002,51522,11099
880872448815771648,2017-06-30 19:35:32,Twitter for iPhone,,,1.2,https://pbs.twimg.com/media/DDl8zzJW0AAisCJ.jpg,1,Pembroke,0.791416,Norwich_terrier,0.0613929,Chihuahua,0.0337257,21734,3989
880465832366813184,2017-06-29 16:39:47,Twitter for iPhone,Bella,,1.2,https://pbs.twimg.com/media/DDgK-J4XUAIEV9W.jpg,1,golden_retriever,0.913255,Labrador_retriever,0.0263286,cocker_spaniel,0.00937082,29075,6546
880095782870896641,2017-06-28 16:09:20,Twitter for iPhone,,,1.1,https://pbs.twimg.com/media/DDa6ckbXgAAM1vV.jpg,1,miniature_pinscher,0.120298,Rhodesian_ridgeback,0.106395,beagle,0.106073,28150,4533
879862464715927552,2017-06-28 00:42:13,Twitter for iPhone,Romeo,,1.3,https://pbs.twimg.com/media/DDXmPrbWAAEKMvy.jpg,3,basset,0.813507,beagle,0.146654,cocker_spaniel,0.00948502,22667,3642
879415818425184262,2017-06-26 19:07:24,Twitter for iPhone,Duddles,,1.3,https://pbs.twimg.com/ext_tw_video_thumb/879415784908390401/pu/img/cX7XI1TnUsseGET5.jpg,1,English_springer,0.383404,Boston_bull,0.134967,Cardigan,0.110481,107956,45849
879008229531029506,2017-06-25 16:07:47,Twitter for iPhone,Beau,,1.3,https://pbs.twimg.com/media/DDLdUrqXYAMOVzY.jpg,1,vizsla,0.960513,miniature_pinscher,0.00943065,American_Staffordshire_terrier,0.0087113,19317,2812
878776093423087618,2017-06-25 00:45:22,Twitter for iPhone,Snoopy,,1.3,https://pbs.twimg.com/media/DDIKMXzW0AEibje.jpg,2,Italian_greyhound,0.734684,whippet,0.15048699999999998,Ibizan_hound,0.0397246,19763,4319
878281511006478336,2017-06-23 16:00:04,Twitter for iPhone,Shadow,,1.3,https://pbs.twimg.com/media/DDBIX9QVYAAohGa.jpg,1,basset,0.32042,collie,0.215975,Appenzeller,0.12850699999999998,7913,1349
877736472329191424,2017-06-22 03:54:17,Twitter for iPhone,Aja,,1.3,https://pbs.twimg.com/media/DC5YqoQW0AArOLH.jpg,2,Chesapeake_Bay_retriever,0.8379559999999999,Labrador_retriever,0.0620342,Weimaraner,0.0405991,71144,17300
877316821321428993,2017-06-21 00:06:44,Twitter for iPhone,Dante,,1.3,https://pbs.twimg.com/media/DCza_vtXkAQXGpC.jpg,1,Saluki,0.5099670000000001,Italian_greyhound,0.0904973,golden_retriever,0.0794058,27907,5414
877201837425926144,2017-06-20 16:29:50,Twitter for iPhone,Nelly,,1.2,https://pbs.twimg.com/media/DCxyahJWsAAddSC.jpg,1,Pembroke,0.93112,Cardigan,0.0686982,basenji,8.17379e-05,27755,5880
876838120628539392,2017-06-19 16:24:33,Twitter for iPhone,Ginger,pupper,1.2,https://pbs.twimg.com/media/DCsnnZsVwAEfkyi.jpg,1,bloodhound,0.575751,redbone,0.24097,Tibetan_mastiff,0.08893480000000001,21125,3506
876484053909872640,2017-06-18 16:57:37,Twitter for iPhone,Benedict,,1.3,https://pbs.twimg.com/media/DCnll_dUQAAkBdG.jpg,1,golden_retriever,0.874566,Irish_terrier,0.0373542,chow,0.016723599999999998,19163,2511
876120275196170240,2017-06-17 16:52:05,Twitter for iPhone,Venti,puppo,1.3,https://pbs.twimg.com/media/DCiavj_UwAAcXep.jpg,1,Bernese_mountain_dog,0.534327,Saint_Bernard,0.346312,Greater_Swiss_Mountain_dog,0.0949327,28490,4903
875747767867523072,2017-06-16 16:11:53,Twitter for iPhone,Goose,,1.3,https://pbs.twimg.com/media/DCdH8YpUQAAiEbL.jpg,1,Labrador_retriever,0.799551,Chesapeake_Bay_retriever,0.179975,vizsla,0.0046176,25773,4497
875021211251597312,2017-06-14 16:04:48,Twitter for iPhone,,,1.2,https://pbs.twimg.com/media/DCSzF3NVoAAPzT4.jpg,2,West_Highland_white_terrier,0.7143189999999999,Siberian_husky,0.0919133,Great_Pyrenees,0.0460382,26022,4922
874680097055178752,2017-06-13 17:29:20,Twitter for iPhone,Cash,,1.2,https://pbs.twimg.com/media/DCN85nGUwAAzG_q.jpg,1,Labrador_retriever,0.836052,Staffordshire_bullterrier,0.0470691,beagle,0.0360071,28439,4875
874296783580663808,2017-06-12 16:06:11,Twitter for iPhone,Jed,pupper,1.3,https://pbs.twimg.com/media/DCIgSR0XgAANEOY.jpg,1,cocker_spaniel,0.437216,miniature_poodle,0.277191,toy_poodle,0.157402,26651,4308
874057562936811520,2017-06-12 00:15:36,Twitter for iPhone,,,1.2,https://pbs.twimg.com/media/DCFGtdoXkAEsqIw.jpg,1,flat-coated_retriever,0.8321770000000001,black-and-tan_coonhound,0.040436900000000005,Newfoundland,0.0282283,23134,4125
874012996292530176,2017-06-11 21:18:31,Twitter for iPhone,Sebastian,puppo,1.3,https://pbs.twimg.com/media/DCEeLxjXsAAvNSM.jpg,2,Cardigan,0.806674,Pembroke,0.116622,kelpie,0.0491819,35501,11007
873580283840344065,2017-06-10 16:39:04,Twitter for iPhone,,,1.3,https://pbs.twimg.com/media/DB-UotKXkAEHXVi.jpg,1,Newfoundland,0.678537,Tibetan_mastiff,0.244022,chow,0.0485295,24837,4143
873213775632977920,2017-06-09 16:22:42,Twitter for iPhone,Sierra,pupper,1.2,https://pbs.twimg.com/media/DB5HTBGXUAE0TiK.jpg,1,vizsla,0.6197819999999999,bloodhound,0.338069,Chesapeake_Bay_retriever,0.0126763,7467,1667
872967104147763200,2017-06-09 00:02:31,Twitter for iPhone,,doggo,1.2,https://pbs.twimg.com/media/DB1m871XUAAw5vZ.jpg,2,Labrador_retriever,0.476913,Chesapeake_Bay_retriever,0.174145,German_short-haired_pointer,0.0928614,28031,5669
872820683541237760,2017-06-08 14:20:41,Twitter for iPhone,,,1.3,https://pbs.twimg.com/media/DBzhx0PWAAEhl0E.jpg,3,pug,0.99912,French_bulldog,0.00055192,bull_mastiff,7.28904e-05,15029,3884
872620804844003328,2017-06-08 01:06:27,Twitter for iPhone,Monkey,,1.3,https://pbs.twimg.com/media/DBwr_hzXkAEnZBW.jpg,1,cocker_spaniel,0.513191,Sussex_spaniel,0.159088,standard_poodle,0.149509,21309,3911
872486979161796608,2017-06-07 16:14:40,Twitter for iPhone,,,1.2,https://pbs.twimg.com/media/DBuyRlTUwAAYhG9.jpg,1,Pembroke,0.931861,Cardigan,0.0377212,Chihuahua,0.0119667,41606,9429
872261713294495745,2017-06-07 01:19:32,Twitter for iPhone,Harry,,1.3,https://pbs.twimg.com/media/DBrlZk2UQAAfAkd.jpg,2,Labrador_retriever,0.972019,flat-coated_retriever,0.00817828,Chesapeake_Bay_retriever,0.00735927,35085,6649
871879754684805121,2017-06-06 00:01:46,Twitter for iPhone,Lassie,puppo,1.3,https://pbs.twimg.com/media/DBmKAmBXUAE-pQ-.jpg,1,Shetland_sheepdog,0.969171,collie,0.0182607,Pomeranian,0.00851534,39090,11918
871762521631449091,2017-06-05 16:15:56,Twitter for iPhone,Rover,pupper,1.2,https://pbs.twimg.com/media/DBkfY58XcAEdzZy.jpg,2,Labrador_retriever,0.921393,golden_retriever,0.064608,bloodhound,0.00338337,20787,3678
870656317836468226,2017-06-02 15:00:16,Twitter for iPhone,Cody,,1.3,https://pbs.twimg.com/media/DBUxSSTXsAA-Jn1.jpg,4,Pembroke,0.945495,Cardigan,0.0458755,beagle,0.00432943,12819,2817
870374049280663552,2017-06-01 20:18:38,Twitter for iPhone,Zoey,,1.3,https://pbs.twimg.com/media/DBQwlFCXkAACSkI.jpg,1,golden_retriever,0.841001,Great_Pyrenees,0.0992784,Labrador_retriever,0.0326213,85011,27680
870308999962521604,2017-06-01 16:00:09,Twitter for iPhone,Rumble,,1.3,https://pbs.twimg.com/media/DBP1asiUAAEKZI5.jpg,2,Greater_Swiss_Mountain_dog,0.6227520000000001,Appenzeller,0.15846300000000002,EntleBucher,0.148115,22453,4384
869772420881756160,2017-05-31 04:27:59,Twitter for iPhone,Dewey,,1.3,https://pbs.twimg.com/media/DBINZcxXgAQ-R6P.jpg,1,Pembroke,0.980148,Cardigan,0.0192711,malamute,0.00013626,43710,10663
869702957897576449,2017-05-30 23:51:58,Twitter for iPhone,Stanley,,1.3,https://pbs.twimg.com/media/DBHOOfOXoAABKlU.jpg,1,Pembroke,0.993449,Cardigan,0.00632508,Chihuahua,0.000177598,29116,6728
869227993411051520,2017-05-29 16:24:37,Twitter for iPhone,Gizmo,,1.3,https://pbs.twimg.com/media/DBAePiVXcAAqHSR.jpg,1,Pembroke,0.664181,Chihuahua,0.169234,Cardigan,0.1327,21112,4023
868622495443632128,2017-05-28 00:18:35,Twitter for iPhone,,,1.3,https://pbs.twimg.com/media/DA33i0XXsAEQtCA.jpg,1,Labrador_retriever,0.868107,Great_Pyrenees,0.060973,Saint_Bernard,0.0334889,28295,6275
868552278524837888,2017-05-27 19:39:34,Twitter for iPhone,Cooper,,1.2,https://pbs.twimg.com/media/DA23sCeVoAE3uF0.jpg,1,whippet,0.378151,Italian_greyhound,0.275935,American_Staffordshire_terrier,0.0949906,10539,2240
867900495410671616,2017-05-26 00:29:37,Twitter for iPhone,,,1.2,https://pbs.twimg.com/media/DAtm5MkXoAA4R6P.jpg,1,Labrador_retriever,0.522644,kuvasz,0.332461,dalmatian,0.0320081,24964,4439
867774946302451713,2017-05-25 16:10:44,Twitter for iPhone,Harold,,1.3,https://pbs.twimg.com/media/DAr0tDZXUAEMvdu.jpg,2,Border_collie,0.661953,Cardigan,0.175718,collie,0.0871424,35179,7788
867421006826221569,2017-05-24 16:44:18,Twitter for iPhone,Shikha,puppo,1.2,https://pbs.twimg.com/media/DAmyy8FXYAIH8Ty.jpg,1,Eskimo_dog,0.6164569999999999,Siberian_husky,0.38133,malamute,0.00167022,16755,2697
867051520902168576,2017-05-23 16:16:06,Twitter for iPhone,,,1.3,https://pbs.twimg.com/media/DAhiwb0XcAA8x5Q.jpg,1,Samoyed,0.471403,Pekinese,0.302219,Pomeranian,0.156606,33420,8425
866686824827068416,2017-05-22 16:06:55,Twitter for iPhone,Lili,puppo,1.2,https://pbs.twimg.com/media/DAcXEWuXkAIBDGJ.jpg,1,flat-coated_retriever,0.51473,groenendael,0.30640700000000004,curly-coated_retriever,0.0613141,20070,3727
866450705531457537,2017-05-22 00:28:40,Twitter for iPhone,Jamesy,pupper,1.3,https://pbs.twimg.com/media/DAZAUfBXcAAG_Nn.jpg,2,French_bulldog,0.905334,Boston_bull,0.0780597,pug,0.00177092,106827,32883
866334964761202691,2017-05-21 16:48:45,Twitter for iPhone,Coco,,1.2,https://pbs.twimg.com/media/DAXXDQNXgAAoYQH.jpg,1,Samoyed,0.984086,Pomeranian,0.00791928,keeshond,0.00332813,54720,15546
865718153858494464,2017-05-19 23:57:46,Twitter for iPhone,Boomer,,1.3,https://pbs.twimg.com/media/DAOmEZiXYAAcv2S.jpg,1,golden_retriever,0.673664,kuvasz,0.157523,Labrador_retriever,0.126073,26640,6008
865359393868664832,2017-05-19 00:12:11,Twitter for iPhone,Sammy,,1.3,https://pbs.twimg.com/media/DAJfxqGVoAAnvQt.jpg,2,Chesapeake_Bay_retriever,0.832435,Labrador_retriever,0.163551,Weimaraner,0.00277025,27530,5384
865006731092295680,2017-05-18 00:50:50,Twitter for iPhone,Nelly,,1.3,https://pbs.twimg.com/media/DAEfCFXUIAA1uqj.jpg,1,Pembroke,0.989882,Cardigan,0.00990646,basenji,0.000134952,29063,8209
864279568663928832,2017-05-16 00:41:21,Twitter for iPhone,Meatball,,1.2,https://pbs.twimg.com/media/C_6JrWZVwAAHhCD.jpg,1,bull_mastiff,0.668613,French_bulldog,0.180562,Staffordshire_bullterrier,0.0522374,15195,3266
864197398364647424,2017-05-15 19:14:50,Twitter for iPhone,Paisley,,1.3,https://pbs.twimg.com/media/C_4-8iPV0AA1Twg.jpg,4,golden_retriever,0.945905,Labrador_retriever,0.0212636,Tibetan_mastiff,0.0204928,31459,9616
863553081350529029,2017-05-14 00:34:33,Twitter for iPhone,Neptune,,1.3,https://pbs.twimg.com/ext_tw_video_thumb/863553036815355904/pu/img/B6Dos-XOD8l82tK7.jpg,1,Eskimo_dog,0.41333,malamute,0.347646,Siberian_husky,0.149536,15935,4489
863432100342583297,2017-05-13 16:33:49,Twitter for iPhone,Belle,,1.2,https://pbs.twimg.com/media/C_uG6eAUAAAvMvR.jpg,1,Staffordshire_bullterrier,0.690517,French_bulldog,0.10336,beagle,0.07948939999999999,24829,5664
863062471531167744,2017-05-12 16:05:02,Twitter for iPhone,Quinn,,1.3,https://pbs.twimg.com/media/C_o2vKCUwAAgtOp.jpg,2,French_bulldog,0.935804,pug,0.0595762,boxer,0.00141218,8945,2687
862831371563274240,2017-05-12 00:46:44,Twitter for iPhone,Zooey,,1.3,https://pbs.twimg.com/media/C_lkieeVwAAm0L4.jpg,2,Australian_terrier,0.207281,Irish_terrier,0.156296,German_shepherd,0.123536,20011,5457
862722525377298433,2017-05-11 17:34:13,Twitter for iPhone,Dave,,1.1,https://pbs.twimg.com/media/C_kBjuUUIAArs2-.jpg,1,basset,0.39333,beagle,0.24203400000000005,boxer,0.0776925,17779,3809
862096992088072192,2017-05-10 00:08:34,Twitter for iPhone,,,1.3,https://pbs.twimg.com/media/C_bIo7QXYAAGfPu.jpg,2,chow,0.677589,Pomeranian,0.270648,Pekinese,0.0381099,66437,21840
861383897657036800,2017-05-08 00:54:59,Twitter for iPhone,Hobbes,,1.3,https://pbs.twimg.com/media/C_RAFTxUAAAbXjV.jpg,1,Cardigan,0.771008,Pembroke,0.137174,French_bulldog,0.0633086,37744,11528
860563773140209665,2017-05-05 18:36:06,Twitter for iPhone,Lorenzo,,1.3,https://pbs.twimg.com/media/C_FWL0vVwAA13N7.jpg,1,Cardigan,0.583936,Pembroke,0.0559794,beagle,0.0458957,7878,2334
860524505164394496,2017-05-05 16:00:04,Twitter for iPhone,Carl,,1.3,https://pbs.twimg.com/media/C_EyeKuXkAAdxY-.jpg,1,Bedlington_terrier,0.286558,toy_poodle,0.235193,Lakeland_terrier,0.08795069999999999,24678,5698
859851578198683649,2017-05-03 19:26:06,Twitter for iPhone,Trooper,,1.3,https://pbs.twimg.com/media/C-7OcfyXsAAsqzU.jpg,4,Labrador_retriever,0.899086,golden_retriever,0.0470908,kuvasz,0.0232063,16105,3780
859607811541651456,2017-05-03 03:17:27,Twitter for iPhone,,puppo,1.3,https://pbs.twimg.com/media/C-3wvtxXcAUTuBE.jpg,1,golden_retriever,0.8955290000000001,Irish_setter,0.0240993,Labrador_retriever,0.0192854,19476,1704
858843525470990336,2017-05-01 00:40:27,Twitter for iPhone,,puppo,1.3,https://pbs.twimg.com/media/C-s5oYZXkAAMHHq.jpg,1,golden_retriever,0.57812,Labrador_retriever,0.286059,bloodhound,0.0269173,16304,3771
858471635011153920,2017-04-30 00:02:42,Twitter for iPhone,Sophie,,1.3,https://pbs.twimg.com/media/C-nnZBdXkAAB-wg.jpg,1,Pembroke,0.987407,Cardigan,0.00872303,basenji,0.00342373,22640,5271
857989990357356544,2017-04-28 16:08:49,Twitter for iPhone,Rosie,,1.2,https://pbs.twimg.com/media/C-gxV9ZXkAIBL-S.jpg,1,French_bulldog,0.43258,English_springer,0.325898,Lakeland_terrier,0.0426179,16952,2812
857746408056729600,2017-04-28 00:00:54,Twitter for iPhone,Thor,,1.3,https://pbs.twimg.com/media/C-dTzBzXUAQRjYz.jpg,1,Labrador_retriever,0.919832,beagle,0.043513,golden_retriever,0.0233588,36021,11524
857393404942143489,2017-04-27 00:38:11,Twitter for iPhone,,,1.3,https://pbs.twimg.com/media/C-YSwA_XgAEOr25.jpg,3,malamute,0.8415969999999999,Siberian_husky,0.0736435,Eskimo_dog,0.0721286,6236,1785
857263160327368704,2017-04-26 16:00:39,Twitter for iPhone,Oscar,,1.3,https://pbs.twimg.com/media/C-WcS4MXoAADrBU.jpg,1,Samoyed,0.998021,Pomeranian,0.000921636,keeshond,0.000311261,21041,4934
857029823797047296,2017-04-26 00:33:27,Twitter for iPhone,Zeke,,1.2,https://pbs.twimg.com/media/C-TIEwMW0AEjb55.jpg,2,golden_retriever,0.968623,Labrador_retriever,0.0103252,Saluki,0.00414842,19910,4364
855851453814013952,2017-04-22 18:31:02,Twitter for iPhone,,puppo,1.3,https://pbs.twimg.com/media/C-CYWrvWAAU8AXH.jpg,1,flat-coated_retriever,0.321676,Labrador_retriever,0.115138,groenendael,0.0960997,47844,19196
855459453768019968,2017-04-21 16:33:22,Twitter for iPhone,quite,,1.2,https://pbs.twimg.com/media/C98z1ZAXsAEIFFn.jpg,2,Blenheim_spaniel,0.389513,Pekinese,0.18822,Japanese_spaniel,0.0826282,31657,8987
854732716440526848,2017-04-19 16:25:34,Twitter for iPhone,Marlee,,1.2,https://pbs.twimg.com/media/C9ye3b3WAAAlTo0.jpg,1,Pembroke,0.6955479999999999,Cardigan,0.0589017,chow,0.0284106,24188,6690
854482394044301312,2017-04-18 23:50:52,Twitter for iPhone,Arya,,1.3,https://pbs.twimg.com/media/C9u7MtmV0AA741s.jpg,1,Chihuahua,0.26024200000000003,toy_poodle,0.189158,Labrador_retriever,0.14419500000000002,31131,7608
854365224396361728,2017-04-18 16:05:17,Twitter for iPhone,Einstein,,1.3,https://pbs.twimg.com/media/C9tQokgUIAEETSx.jpg,1,Pembroke,0.90708,Cardigan,0.086272,Chihuahua,0.00141323,20046,5159
854010172552949760,2017-04-17 16:34:26,Twitter for iPhone,,doggo,1.1,https://pbs.twimg.com/media/C9oNt91WAAAFSLS.jpg,1,English_springer,0.354733,collie,0.177538,Border_collie,0.131706,17169,3433
853760880890318849,2017-04-17 00:03:50,Twitter for iPhone,Alice,,1.2,https://pbs.twimg.com/media/C9kq_bbVwAAuRZd.jpg,1,miniature_pinscher,0.29251900000000003,Chihuahua,0.120946,Rottweiler,0.11949,30414,6403
853639147608842240,2017-04-16 16:00:07,Twitter for iPhone,,,1.3,https://pbs.twimg.com/media/C9i8RhhXoAAdkMT.jpg,1,German_shepherd,0.509879,malinois,0.237311,kelpie,0.0469162,37198,11265
852912242202992640,2017-04-14 15:51:39,Twitter for iPhone,Benny,,1.2,https://pbs.twimg.com/media/C9YnKK3VoAAxn1E.jpg,1,Great_Dane,0.7837649999999999,Rhodesian_ridgeback,0.114147,English_foxhound,0.0464395,9658,2037
852672615818899456,2017-04-13 23:59:28,Twitter for iPhone,Aspen,,1.2,https://pbs.twimg.com/media/C9VNNp1XkAEWRFb.jpg,1,golden_retriever,0.7112350000000001,otterhound,0.0682347,Sussex_spaniel,0.0465617,15939,2388
852553447878664193,2017-04-13 16:05:56,Twitter for iPhone,Jarod,,1.3,https://pbs.twimg.com/media/C9Tg1bPW0AkAMDI.jpg,1,bloodhound,0.186498,Brabancon_griffon,0.13902799999999998,Rottweiler,0.12594,17492,3885
851591660324737024,2017-04-11 00:24:08,Twitter for iPhone,,,1.1,https://pbs.twimg.com/media/C9F2FG5WAAAJ0iN.jpg,1,Cardigan,0.394507,Chihuahua,0.077254,French_bulldog,0.07655880000000001,17300,3819
850753642995093505,2017-04-08 16:54:09,Twitter for iPhone,Kyle,,1.1,https://pbs.twimg.com/media/C8576jrW0AEYWFy.jpg,1,pug,0.996952,bull_mastiff,0.000995901,French_bulldog,0.00088338,33348,10352
850380195714523136,2017-04-07 16:10:12,Twitter for iPhone,Leo,,1.3,https://pbs.twimg.com/ext_tw_video_thumb/850380153985355777/pu/img/lFouhg-EZvJs8eMr.jpg,1,Yorkshire_terrier,0.249012,Maltese_dog,0.166364,Shih-Tzu,0.142254,13994,2915
